회원번호,회원상태,성별,나이,등록카드,결혼,구독여부,주소지,세부주소지
546393408,정상회원,여,71,롯데카드,기혼,False,경상남도,양산시
546543744,정상회원,여,35,대구은행,기혼,True,경상북도,구미시
546554880,정상회원,여,39,연결앱결제,기혼,False,충청북도,청주시
546564160,정상회원,여,26,하나은행,기혼,True,서울특별시,관악구
547068992,정상회원,여,39,하나은행,기혼,True,인천광역시,남동구
547258304,정상회원,여,29,롯데카드,미혼,True,경상남도,양산시
547273152,정상회원,여,29,롯데카드,기혼,,경상남도,사천시
547315840,정상회원,여,28,국민카드,기혼,,부산광역시,기장군
547334400,정상회원,여,37,새마을금고,,True,전라북도,순창군
547345536,정상회원,여,41,연결앱결제,,False,충청남도,서산시
547451328,정상회원,여,40,신한은행,미혼,True,경상북도,경산시
547455040,정상회원,여,58,기업은행,미혼,False,경상남도,창원시
547570112,정상회원,여,29,대구은행,미혼,False,경기도,성남시
547752000,정상회원,여,43,신한은행,,False,부산광역시,사하구
547833664,정상회원,여,36,현대카드,,False,경상남도,거창군
547919040,정상회원,여,32,BC카드,기혼,False,전라북도,순창군
547954304,정상회원,여,49,농협중앙회,기혼,False,강원도,강릉시
548171456,정상회원,여,44,국민은행,,False,경기도,안산시
548177024,정상회원,여,51,롯데카드,미혼,,경상북도,울진군
548293952,정상회원,여,72,연결앱결제,미혼,False,부산광역시,금정구
548438720,정상회원,여,72,롯데카드,미혼,False,서울특별시,동작구
548557504,정상회원,여,44,SC제일은행,미혼,False,대전광역시,서구
548689280,정상회원,여,52,신한은행,미혼,True,서울특별시,마포구
548776512,정상회원,여,36,농협중앙회,기혼,,서울특별시,강동구
548852608,정상회원,여,68,국민은행,미혼,False,경기도,화성시
548962112,정상회원,여,37,롯데카드,미혼,False,대전광역시,동구
549116160,정상회원,여,39,농협중앙회,미혼,True,울산광역시,울주군
549344448,정상회원,남,56,현대카드,,,전라남도,장성군
549370432,정상회원,여,39,롯데카드,기혼,True,서울특별시,중구
549556032,정상회원,여,37,국민은행,기혼,False,경상남도,창원시
549619136,정상회원,여,45,국민은행,미혼,False,부산광역시,수영구
549626560,정상회원,여,55,미래에셋증권,기혼,,충청남도,천안시
549630272,정상회원,여,44,대구은행,기혼,,대전광역시,중구
549674816,정상회원,여,71,국민은행,미혼,False,부산광역시,영도구
549884544,정상회원,여,43,농협중앙회,기혼,False,강원도,동해시
549975488,정상회원,여,68,현대카드,,False,경상북도,구미시
549984768,정상회원,여,32,롯데카드,기혼,False,전라남도,여수시
550057152,정상회원,여,33,롯데카드,기혼,False,경기도,안산시
550190784,정상회원,여,47,하나은행,기혼,False,경기도,고양시
550242752,정상회원,여,34,하나은행,미혼,False,전라북도,군산시
550285440,정상회원,여,44,롯데카드,미혼,False,부산광역시,금정구
550287296,정상회원,여,59,롯데카드,미혼,False,경상북도,칠곡군
550458048,정상회원,여,33,롯데카드,미혼,False,서울특별시,강서구
550888640,정상회원,여,35,농협중앙회,미혼,False,경기도,화성시
550940608,정상회원,여,56,국민카드,미혼,False,서울특별시,광진구
551009280,정상회원,여,57,국민은행,미혼,False,경상남도,거제시
551079808,정상회원,여,42,우리은행,미혼,False,경상북도,경산시
551126208,정상회원,여,43,우리은행,미혼,False,경기도,포천시
551180032,정상회원,여,39,연결앱결제,,False,강원도,원주시
551187456,정상회원,여,34,우리은행,미혼,False,인천광역시,남동구
551304384,정상회원,여,35,롯데카드,,False,대구광역시,달서구
551436160,정상회원,여,39,연결앱결제,기혼,False,울산광역시,울주군
551588352,정상회원,여,45,롯데카드,기혼,False,경기도,의정부시
551621760,정상회원,여,24,BC카드,,,경상남도,양산시
551694144,정상회원,여,51,우리은행,미혼,False,부산광역시,남구
551736832,정상회원,여,34,우체국,미혼,False,경기도,구리시
551863040,정상회원,여,63,우리은행,,False,경기도,부천시
552070912,정상회원,여,46,국민은행,미혼,False,대구광역시,북구
552124736,정상회원,여,36,BC카드,미혼,False,경기도,화성시
552228672,정상회원,여,45,대구은행,기혼,False,경기도,용인시
552664832,정상회원,여,68,롯데카드,기혼,False,울산광역시,남구
552670400,정상회원,여,52,기업은행,미혼,True,충청북도,제천시
552729792,탈퇴,여,57,롯데카드,미혼,False,경상남도,거제시
553008192,정상회원,여,63,부산은행,,False,경상남도,사천시
553065728,정상회원,여,67,연결앱결제,기혼,True,부산광역시,연제구
553115840,정상회원,여,34,신한은행,기혼,,경상북도,경산시
553225344,정상회원,여,37,우리은행,미혼,False,대구광역시,달서구
553331136,정상회원,여,46,신한은행,미혼,False,부산광역시,수영구
553466624,탈퇴,여,56,국민은행,,True,충청북도,진천군
553680064,정상회원,여,53,신한은행,기혼,False,서울특별시,서초구
553720896,정상회원,여,69,롯데카드,기혼,True,광주광역시,광산구
553793280,정상회원,여,43,외환은행,기혼,,광주광역시,북구
553817408,정상회원,여,58,농협중앙회,미혼,False,서울특별시,양천구
553835968,정상회원,여,41,우리은행,기혼,False,서울특별시,성북구
553874944,정상회원,여,59,농협중앙회,기혼,False,부산광역시,동구
554028992,탈퇴,여,44,기업은행,미혼,False,서울특별시,강남구
554045696,정상회원,여,40,우리은행,기혼,False,경기도,화성시
554155200,탈퇴신청,여,56,국민은행,,True,경기도,김포시
554166336,정상회원,남,60,하나은행,기혼,False,대전광역시,중구
554216448,정상회원,여,68,연결앱결제,미혼,False,강원도,태백시
554236864,정상회원,여,29,국민은행,미혼,False,강원도,춘천시
554364928,정상회원,여,32,국민은행,,False,경기도,양평군
554437312,정상회원,여,55,연결앱결제,기혼,,서울특별시,종로구
554543104,정상회원,여,52,연결앱결제,기혼,False,경기도,성남시
554570944,정상회원,여,30,BC카드,미혼,False,경상남도,거제시
554697152,정상회원,여,39,우리은행,미혼,False,경상남도,사천시
555007104,정상회원,여,30,우리은행,기혼,False,서울특별시,양천구
555489664,정상회원,여,36,기업은행,기혼,False,울산광역시,울주군
555597312,정상회원,여,63,하나은행,,True,대구광역시,동구
555608448,정상회원,여,62,신협중앙회,미혼,False,강원도,홍천군
555701248,정상회원,여,40,연결앱결제,,False,전라북도,전주시
555712384,정상회원,여,52,국민은행,기혼,False,서울특별시,노원구
555987072,정상회원,여,35,신한카드,미혼,False,경기도,수원시
556161536,정상회원,여,61,국민은행,기혼,False,경상북도,경산시
556167104,정상회원,여,70,기업은행,미혼,False,경상남도,진주시
556222784,정상회원,여,54,연결앱결제,기혼,True,경상북도,김천시
556323008,정상회원,여,34,새마을금고,미혼,False,제주특별자치도,제주시
556484480,정상회원,여,50,BC카드,미혼,False,경기도,고양시
556742464,정상회원,여,30,롯데카드,,False,경상남도,창원시
556775872,정상회원,여,37,국민은행,기혼,False,경상북도,경주시
556790720,정상회원,여,36,신한카드,,False,대구광역시,달서구
556913216,정상회원,여,41,기업은행,미혼,,충청북도,진천군
556952192,정상회원,여,32,현대카드,미혼,False,광주광역시,서구
557457024,정상회원,여,58,신한은행,미혼,True,대구광역시,서구
557739136,정상회원,여,51,롯데카드,기혼,False,부산광역시,연제구
557805952,정상회원,여,34,신한은행,,True,세종특별자치시,조치원읍
557848640,정상회원,여,44,신한은행,미혼,True,광주광역시,서구
557926592,정상회원,여,40,연결앱결제,미혼,,울산광역시,울주군
558000832,정상회원,여,53,신한카드,미혼,,경기도,성남시
558101056,정상회원,여,47,롯데카드,미혼,True,부산광역시,해운대구
558108480,정상회원,여,68,롯데카드,미혼,False,경기도,평택시
558136320,정상회원,여,33,국민은행,기혼,,경상북도,칠곡군
558479680,정상회원,여,36,농협중앙회,,False,경상남도,진주시
558490816,정상회원,여,49,BC카드,미혼,False,부산광역시,수영구
558711680,정상회원,여,47,현대카드,,True,인천광역시,미추홀구
558769216,정상회원,여,29,롯데카드,기혼,False,경기도,동두천시
558867584,정상회원,여,38,롯데카드,,False,경기도,평택시
558975232,정상회원,여,41,국민카드,미혼,False,충청북도,청주시
559090304,정상회원,여,42,국민은행,미혼,False,부산광역시,해운대구
559138560,정상회원,여,38,농협중앙회,미혼,False,전라북도,군산시
559196096,정상회원,여,38,BC카드,기혼,,서울특별시,송파구
559201664,정상회원,여,45,연결앱결제,기혼,False,경상남도,진주시
559270336,정상회원,여,43,신한은행,,,부산광역시,기장군
559326016,정상회원,여,61,연결앱결제,,False,서울특별시,서초구
559348288,정상회원,여,55,연결앱결제,미혼,False,부산광역시,사하구
559387264,정상회원,여,62,농협중앙회,기혼,True,경기도,포천시
559483776,정상회원,여,52,기업은행,,False,부산광역시,해운대구
559530176,정상회원,여,39,롯데카드,미혼,True,경기도,수원시
559552448,정상회원,여,59,국민카드,기혼,False,경기도,양평군
559971904,정상회원,여,29,신한카드,기혼,False,강원도,원주시
560448896,정상회원,여,34,연결앱결제,미혼,,경상남도,거제시
560597376,정상회원,여,51,우리은행,미혼,False,충청북도,충주시
560725440,정상회원,여,39,연결앱결제,미혼,False,전라북도,익산시
560812672,정상회원,여,36,하나은행,미혼,False,충청남도,당진시
560823808,정상회원,여,71,하나은행,,False,대구광역시,달성군
561020544,정상회원,여,39,우리은행,,False,부산광역시,부산진구
561061376,정상회원,여,36,현대카드,,True,서울특별시,강남구
561072512,정상회원,여,29,광주은행,미혼,True,전라남도,순천시
561152320,정상회원,여,33,국민카드,미혼,,경기도,용인시
561157888,정상회원,여,51,연결앱결제,기혼,False,충청남도,아산시
561226560,정상회원,여,47,연결앱결제,미혼,False,부산광역시,동구
561237696,정상회원,여,67,연결앱결제,기혼,False,서울특별시,마포구
561391744,정상회원,여,62,국민은행,미혼,False,경기도,수원시
561449280,정상회원,여,54,우체국,미혼,False,경기도,안양시
561723968,정상회원,여,60,현대카드,기혼,False,서울특별시,마포구
561848320,정상회원,남,35,국민카드,미혼,False,경상북도,경산시
561937408,정상회원,여,38,국민카드,미혼,False,경상북도,포항시
562084032,정상회원,여,54,롯데카드,,False,경상남도,창원시
562124864,정상회원,여,30,우리은행,미혼,False,충청남도,서산시
562173120,정상회원,여,40,하나은행,기혼,False,서울특별시,광진구
562301184,정상회원,여,37,신한은행,미혼,True,세종특별자치시,조치원읍
562306752,정상회원,여,45,연결앱결제,미혼,False,경상남도,김해시
562314176,정상회원,여,51,신한은행,기혼,False,경상남도,창원시
562538752,정상회원,여,54,연결앱결제,기혼,True,경상남도,양산시
562540608,정상회원,여,54,농협중앙회,,False,강원도,인제군
562561024,정상회원,남,44,하나은행,기혼,False,광주광역시,광산구
562696512,정상회원,여,41,현대카드,기혼,True,경기도,하남시
562796736,정상회원,여,53,국민은행,기혼,False,충청남도,아산시
562817152,정상회원,여,39,신한은행,기혼,False,경상남도,진주시
562857984,정상회원,여,39,신한은행,미혼,,충청북도,청주시
562956352,정상회원,여,38,우리은행,미혼,,광주광역시,서구
563010176,정상회원,여,42,롯데카드,,False,경상남도,창녕군
563284864,정상회원,여,61,연결앱결제,,False,부산광역시,북구
563333120,정상회원,남,34,농협중앙회,,,경기도,이천시
563444480,정상회원,여,39,농협중앙회,기혼,False,부산광역시,연제구
563522432,정상회원,여,59,농협중앙회,기혼,False,경상남도,통영시
563630080,정상회원,여,36,하나은행,미혼,False,경기도,고양시
563704320,정상회원,여,62,하나은행,미혼,True,전라남도,목포시
563891776,정상회원,여,74,연결앱결제,미혼,False,충청남도,보령시
563997568,정상회원,여,47,연결앱결제,미혼,True,경상남도,창원시
564305664,정상회원,남,35,신한은행,기혼,False,강원도,원주시
564309376,정상회원,여,31,경남은행,기혼,,부산광역시,남구
564426304,정상회원,여,39,연결앱결제,,True,전라북도,군산시
564513536,정상회원,여,34,SC제일은행,기혼,False,부산광역시,금정구
564572928,정상회원,여,51,삼성카드,미혼,False,서울특별시,동대문구
564695424,정상회원,여,45,롯데카드,기혼,False,부산광역시,강서구
564916288,정상회원,여,49,광주은행,기혼,False,전라남도,여수시
564934848,정상회원,여,35,연결앱결제,미혼,False,경상남도,진주시
564955264,정상회원,여,40,롯데카드,기혼,True,서울특별시,영등포구
565010944,정상회원,여,40,신한카드,,False,서울특별시,중랑구
565447104,정상회원,여,30,광주은행,,False,충청북도,보은군
565625280,정상회원,여,31,국민카드,기혼,,부산광역시,해운대구
565686528,정상회원,여,36,연결앱결제,기혼,False,대구광역시,북구
565898112,정상회원,여,43,롯데카드,미혼,False,경기도,파주시
565907392,정상회원,여,58,롯데카드,기혼,False,부산광역시,부산진구
566078144,정상회원,여,43,,기혼,True,대구광역시,달성군
566111552,정상회원,여,58,신한카드,,,서울특별시,강서구
566202496,정상회원,여,69,국민은행,기혼,False,대구광역시,달성군
566319424,정상회원,여,42,국민은행,미혼,True,서울특별시,강남구
566356544,정상회원,여,46,신한은행,,,광주광역시,북구
566371392,정상회원,여,36,신한은행,미혼,False,경기도,시흥시
566423360,정상회원,여,62,롯데카드,기혼,False,경기도,수원시
566479040,정상회원,여,37,신한카드,미혼,False,경상남도,창원시
566738880,정상회원,여,61,국민은행,미혼,True,강원도,동해시
566740736,정상회원,여,30,국민은행,미혼,False,광주광역시,서구
566783424,정상회원,여,30,우리은행,미혼,False,경상북도,칠곡군
566794560,정상회원,여,30,연결앱결제,미혼,False,인천광역시,남동구
566928192,정상회원,여,32,연결앱결제,미혼,False,서울특별시,강서구
566980160,정상회원,여,32,신한은행,미혼,False,경상북도,구미시
567180608,정상회원,여,56,국민은행,미혼,False,전라북도,군산시
567217728,정상회원,여,38,우리은행,,False,강원도,춘천시
567412608,정상회원,여,33,현대카드,미혼,False,경상남도,의령군
567520256,정상회원,남,72,우리은행,기혼,True,충청남도,예산군
567536960,정상회원,여,44,농협중앙회,기혼,True,강원도,춘천시
567548096,정상회원,여,40,BC카드,기혼,False,충청북도,청주시
567637184,정상회원,여,45,롯데카드,기혼,False,세종특별자치시,조치원읍
567676160,정상회원,남,31,국민은행,기혼,False,서울특별시,동작구
567785664,정상회원,여,37,롯데카드,기혼,False,대구광역시,수성구
567900736,정상회원,여,59,현대카드,기혼,False,부산광역시,부산진구
567939712,정상회원,여,35,국민은행,기혼,False,대전광역시,서구
567971264,정상회원,여,35,농협중앙회,기혼,True,충청북도,진천군
568218112,정상회원,여,61,롯데카드,기혼,False,부산광역시,남구
568472384,정상회원,여,46,농협중앙회,,True,서울특별시,양천구
568485376,정상회원,여,40,연결앱결제,,False,경기도,안성시
568574464,정상회원,여,43,신한카드,미혼,False,경기도,광주시
568867712,정상회원,여,35,롯데카드,기혼,False,충청남도,천안시
569019904,정상회원,여,34,우리은행,기혼,True,부산광역시,부산진구
569029184,정상회원,여,30,신한카드,미혼,False,대구광역시,중구
569385536,정상회원,여,35,국민은행,,False,인천광역시,남동구
569413376,정상회원,여,76,롯데카드,기혼,False,경상남도,김해시
569548864,정상회원,여,38,롯데카드,미혼,,경기도,시흥시
569699200,정상회원,여,39,국민은행,기혼,True,서울특별시,강서구
569849536,정상회원,여,26,신한카드,미혼,True,충청남도,천안시
570081536,정상회원,여,44,롯데카드,미혼,,경기도,부천시
570281984,정상회원,여,34,연결앱결제,미혼,False,광주광역시,서구
570283840,정상회원,여,41,신협중앙회,,False,충청북도,진천군
570475008,정상회원,여,56,신한은행,미혼,False,부산광역시,사하구
570493568,정상회원,여,34,연결앱결제,기혼,False,충청남도,아산시
570499136,정상회원,여,61,국민은행,미혼,False,대전광역시,유성구
570500992,정상회원,남,39,우리은행,기혼,False,전라북도,군산시
570530688,정상회원,여,36,신한은행,미혼,False,경기도,안산시
570578944,정상회원,여,36,농협중앙회,기혼,False,부산광역시,연제구
570838784,정상회원,여,39,우리은행,기혼,True,경상남도,창녕군
571198848,정상회원,여,35,농협중앙회,미혼,True,경상북도,구미시
571358464,정상회원,여,73,경남은행,미혼,False,경기도,고양시
571419712,정상회원,여,34,우리은행,기혼,,부산광역시,금정구
571612736,정상회원,여,37,롯데카드,미혼,,경기도,수원시
571690688,정상회원,여,36,신한은행,미혼,True,전라북도,전주시
571818752,정상회원,여,39,연결앱결제,기혼,True,충청남도,홍성군
571842880,정상회원,여,43,롯데카드,,True,충청북도,보은군
571943104,정상회원,여,57,BC카드,,False,대전광역시,유성구
571946816,정상회원,여,44,롯데카드,기혼,,경상남도,창원시
571991360,정상회원,여,48,현대카드,기혼,False,대구광역시,수성구
572008064,정상회원,여,32,부산은행,기혼,False,대전광역시,대덕구
572052608,정상회원,여,46,신한은행,기혼,True,충청남도,예산군
572175104,정상회원,여,77,롯데카드,미혼,False,부산광역시,해운대구
572193664,정상회원,여,38,우리은행,기혼,True,충청남도,아산시
572247488,정상회원,남,38,하나은행,미혼,False,인천광역시,남동구
572421952,정상회원,여,54,우리은행,기혼,True,부산광역시,연제구
572427520,정상회원,남,38,신한카드,기혼,False,경기도,시흥시
572499904,정상회원,여,42,부산은행,미혼,False,경기도,포천시
572603840,정상회원,여,37,우리은행,미혼,,경상남도,창원시
572744896,정상회원,여,36,신한카드,,True,전라북도,군산시
572859968,정상회원,여,39,연결앱결제,기혼,False,인천광역시,남동구
572932352,정상회원,여,36,롯데카드,기혼,False,부산광역시,부산진구
573017728,정상회원,여,34,신한은행,,False,경기도,양주시
573270144,정상회원,여,37,국민카드,기혼,,서울특별시,강서구
573336960,정상회원,여,39,농협중앙회,기혼,False,경기도,수원시
573381504,정상회원,남,63,롯데카드,미혼,,경기도,평택시
573390784,정상회원,남,36,BC카드,미혼,False,충청북도,옥천군
573400064,정상회원,여,31,SC제일은행,기혼,False,대구광역시,달서구
573439040,정상회원,여,45,롯데카드,기혼,False,대구광역시,수성구
573685888,정상회원,여,62,농협중앙회,미혼,True,경상북도,경산시
573789824,정상회원,여,33,삼성카드,미혼,False,경기도,의정부시
573834368,정상회원,여,49,국민카드,기혼,False,서울특별시,금천구
573852928,정상회원,여,38,우리은행,기혼,False,대전광역시,대덕구
573993984,정상회원,여,44,하나은행,,False,서울특별시,서초구
574155456,정상회원,여,49,신한은행,미혼,True,강원도,횡성군
574289088,정상회원,여,59,국민카드,미혼,False,경기도,시흥시
574439424,정상회원,여,58,농협중앙회,기혼,False,경기도,남양주시
574680704,정상회원,여,38,농협중앙회,미혼,False,충청남도,천안시
574844032,정상회원,여,47,신한카드,기혼,False,제주특별자치도,서귀포시
574883008,정상회원,여,32,미래에셋증권,미혼,False,서울특별시,서대문구
574884864,정상회원,여,66,부산은행,기혼,False,서울특별시,강동구
575146560,정상회원,남,67,국민카드,,False,경기도,안양시
575291328,정상회원,여,43,국민카드,,False,서울특별시,강동구
575530752,정상회원,여,33,우리은행,기혼,,경상남도,고성군
575582720,정상회원,여,37,신한은행,,False,경상남도,사천시
575874112,정상회원,남,36,국민은행,,False,서울특별시,양천구
575881536,정상회원,여,34,국민은행,,False,충청남도,태안군
575937216,정상회원,여,34,국민은행,기혼,False,부산광역시,중구
575939072,정상회원,남,42,새마을금고,기혼,False,울산광역시,동구
575976192,정상회원,여,38,국민은행,기혼,True,경기도,수원시
576033728,정상회원,여,40,하나은행,미혼,True,경기도,부천시
576167360,정상회원,여,33,삼성카드,미혼,False,경기도,수원시
576339968,정상회원,여,43,국민카드,,True,서울특별시,동대문구
576388224,정상회원,여,35,신한은행,미혼,False,경상남도,김해시
576724160,정상회원,여,32,국민은행,기혼,True,충청북도,청주시
577008128,정상회원,여,31,현대카드,기혼,True,충청남도,아산시
577028544,정상회원,여,38,롯데카드,기혼,False,전라북도,군산시
577048960,정상회원,여,41,신협중앙회,,False,전라북도,전주시
577076800,정상회원,여,36,BC카드,기혼,False,강원도,철원군
577089792,정상회원,여,32,신한카드,미혼,False,대구광역시,북구
577145472,정상회원,여,31,삼성카드,,False,대전광역시,서구
577156608,정상회원,여,36,하나은행,기혼,,대구광역시,수성구
577273536,정상회원,여,54,기업은행,기혼,,경기도,남양주시
577548224,정상회원,여,69,BC카드,기혼,False,대구광역시,북구
577635456,정상회원,남,36,기업은행,,False,서울특별시,영등포구
577824768,정상회원,여,51,우리은행,기혼,,경기도,이천시
577988096,정상회원,여,38,우리은행,,True,부산광역시,동래구
578041920,정상회원,여,38,BC카드,미혼,True,경기도,수원시
578077184,정상회원,여,56,롯데카드,기혼,True,충청북도,음성군
578108736,정상회원,여,40,롯데카드,기혼,True,경상남도,진주시
578218240,정상회원,여,52,롯데카드,기혼,False,전라북도,전주시
578255360,정상회원,여,29,국민은행,미혼,False,대구광역시,수성구
578257216,정상회원,여,46,롯데카드,기혼,False,전라북도,전주시
578262784,정상회원,여,35,SC제일은행,미혼,False,경기도,수원시
578368576,정상회원,여,42,우리은행,미혼,False,전라남도,영암군
578530048,정상회원,여,52,국민은행,미혼,True,경상남도,창원시
578672960,정상회원,여,32,삼성카드,미혼,True,서울특별시,강북구
578724928,정상회원,여,31,부산은행,미혼,False,부산광역시,부산진구
578763904,정상회원,여,37,국민은행,미혼,True,부산광역시,영도구
578849280,정상회원,여,40,신한은행,미혼,False,경기도,화성시
578955072,정상회원,여,34,신한카드,미혼,,서울특별시,은평구
579025600,정상회원,여,42,새마을금고,기혼,False,부산광역시,사하구
579123968,정상회원,여,51,국민은행,기혼,,경기도,의정부시
579183360,정상회원,여,48,우리은행,미혼,,대전광역시,동구
579196352,정상회원,여,47,농협중앙회,미혼,False,서울특별시,강서구
579278016,정상회원,여,64,국민은행,미혼,False,서울특별시,종로구
579432064,정상회원,여,29,국민은행,미혼,False,대전광역시,서구
579524864,정상회원,여,38,롯데카드,기혼,True,경기도,용인시
579556416,정상회원,여,39,롯데카드,,True,경상남도,양산시
579675200,정상회원,여,56,롯데카드,기혼,False,인천광역시,남동구
579743872,정상회원,여,35,외환은행,미혼,False,대구광역시,북구
579849664,정상회원,여,68,신한카드,미혼,False,부산광역시,금정구
579998144,정상회원,여,44,우리은행,기혼,False,충청남도,천안시
580005568,정상회원,여,38,국민은행,기혼,False,세종특별자치시,장군면
580283968,정상회원,여,37,신한은행,기혼,False,부산광역시,북구
580395328,정상회원,여,40,외환은행,,False,대전광역시,유성구
580412032,정상회원,여,49,국민은행,기혼,False,부산광역시,영도구
580486272,정상회원,여,35,신한은행,미혼,False,부산광역시,강서구
580595776,정상회원,여,63,롯데카드,기혼,False,전라북도,전주시
580855616,탈퇴,여,46,BC카드,기혼,False,경기도,평택시
581061632,정상회원,여,54,현대카드,미혼,False,서울특별시,강남구
581104320,정상회원,여,53,국민은행,기혼,False,광주광역시,북구
581137728,정상회원,여,52,국민카드,기혼,False,경기도,포천시
581158144,정상회원,여,60,SC제일은행,미혼,False,서울특별시,광진구
581397568,정상회원,여,68,삼성카드,미혼,True,경기도,양평군
581512640,정상회원,여,56,신한은행,미혼,,경상남도,진주시
581586880,정상회원,여,58,연결앱결제,미혼,False,경기도,수원시
581811456,정상회원,여,53,롯데카드,기혼,False,강원도,춘천시
581831872,정상회원,여,52,현대카드,미혼,True,충청남도,당진시
581913536,정상회원,여,47,롯데카드,기혼,,강원도,태백시
582100992,정상회원,여,54,,기혼,False,경기도,시흥시
582331136,정상회원,여,47,기업은행,미혼,True,광주광역시,서구
582342272,정상회원,여,44,농협중앙회,미혼,False,부산광역시,동래구
582375680,정상회원,여,33,신한은행,기혼,True,서울특별시,마포구
582739456,정상회원,여,65,롯데카드,기혼,True,대전광역시,서구
582926912,정상회원,여,29,국민은행,미혼,False,서울특별시,마포구
583064256,정상회원,여,39,농협중앙회,미혼,False,전라북도,정읍시
583318528,정상회원,여,32,신한카드,,False,강원도,춘천시
583689728,정상회원,여,41,신한은행,,,서울특별시,종로구
583736128,정상회원,여,36,씨티은행,,False,경상북도,경산시
583827072,정상회원,여,46,신한은행,기혼,False,대구광역시,중구
584059072,정상회원,여,67,기업은행,기혼,False,경기도,가평군
584066496,정상회원,여,37,국민카드,,False,경기도,김포시
584450688,정상회원,여,58,신한은행,기혼,True,경상남도,창원시
584521216,정상회원,여,35,국민은행,미혼,,경상북도,청송군
584641856,정상회원,여,50,농협중앙회,,False,울산광역시,울주군
584665984,정상회원,여,64,연결앱결제,기혼,,부산광역시,부산진구
584686400,정상회원,여,29,국민은행,미혼,True,경기도,부천시
584706816,정상회원,여,44,하나은행,미혼,True,경기도,수원시
584736512,정상회원,여,31,국민은행,,True,경기도,이천시
585092864,정상회원,여,41,국민은행,,False,대전광역시,서구
585167104,정상회원,여,39,현대카드,미혼,False,경기도,안산시
585282176,정상회원,여,63,연결앱결제,미혼,False,경상남도,사천시
585606976,정상회원,여,31,미래에셋증권,,False,전라북도,정읍시
585707200,정상회원,남,28,하나은행,기혼,True,서울특별시,구로구
585788864,정상회원,여,29,신한카드,기혼,,,
585848256,정상회원,여,67,BC카드,기혼,False,부산광역시,기장군
586304832,정상회원,여,44,연결앱결제,미혼,False,부산광역시,부산진구
586711296,정상회원,여,40,광주은행,미혼,,대구광역시,달서구
586770688,정상회원,여,26,SC제일은행,기혼,False,서울특별시,마포구
586817088,정상회원,여,34,롯데카드,기혼,False,부산광역시,해운대구
586932160,정상회원,여,43,롯데카드,기혼,False,대구광역시,달서구
587037952,정상회원,여,46,BC카드,미혼,True,부산광역시,동구
587253248,정상회원,여,42,부산은행,미혼,False,서울특별시,노원구
587258816,정상회원,여,35,신한은행,기혼,False,광주광역시,광산구
587271808,정상회원,여,35,국민은행,,False,전라남도,구례군
587329344,정상회원,여,36,하나은행,기혼,,경상북도,포항시
587420288,정상회원,여,33,롯데카드,미혼,False,충청남도,서산시
587427712,정상회원,여,44,국민카드,기혼,True,경기도,김포시
587563200,정상회원,여,35,기업은행,,False,서울특별시,강서구
587689408,정상회원,여,32,국민카드,기혼,False,경기도,화성시
587856448,정상회원,여,34,신한은행,,,대구광역시,동구
587891712,정상회원,여,58,롯데카드,,,부산광역시,연제구
588196096,정상회원,여,40,,,,충청남도,보령시
588209088,정상회원,여,54,신한은행,미혼,False,경기도,화성시
588327872,정상회원,여,49,롯데카드,기혼,False,서울특별시,종로구
588498624,정상회원,여,60,국민은행,,False,충청남도,보령시
588619264,정상회원,여,38,우리은행,미혼,True,서울특별시,동대문구
588771456,정상회원,여,43,삼성카드,미혼,False,경기도,양주시
588777024,정상회원,여,30,광주은행,기혼,,경상남도,진주시
588862400,정상회원,여,36,신한은행,미혼,False,충청북도,증평군
589094400,정상회원,여,34,현대카드,기혼,True,서울특별시,서초구
589534272,정상회원,여,58,하나은행,미혼,,인천광역시,계양구
589558400,정상회원,남,34,현대카드,,False,경기도,이천시
589727296,정상회원,여,75,연결앱결제,미혼,False,경기도,용인시
589842368,정상회원,여,51,연결앱결제,기혼,False,부산광역시,남구
589940736,정상회원,여,31,광주은행,기혼,,광주광역시,남구
589963008,정상회원,여,40,하나은행,기혼,False,인천광역시,연수구
590005696,정상회원,여,28,롯데카드,기혼,False,서울특별시,영등포구
590302656,정상회원,여,51,롯데카드,기혼,False,서울특별시,마포구
590575488,정상회원,여,43,농협중앙회,기혼,False,부산광역시,남구
590633024,정상회원,여,40,국민은행,미혼,False,서울특별시,중구
590636736,정상회원,여,31,농협중앙회,미혼,False,제주특별자치도,제주시
590876160,정상회원,여,57,우리은행,미혼,False,경상남도,창원시
590967104,정상회원,여,27,BC카드,미혼,False,울산광역시,울주군
591043200,정상회원,여,44,하나은행,기혼,False,서울특별시,종로구
591137856,정상회원,여,32,농협중앙회,미혼,True,부산광역시,중구
591368000,정상회원,여,46,국민은행,,,제주특별자치도,제주시
591444096,정상회원,여,37,롯데카드,미혼,False,경기도,수원시
591466368,정상회원,남,54,연결앱결제,기혼,,경기도,평택시
591522048,정상회원,여,37,롯데카드,기혼,False,경상북도,경산시
591568448,정상회원,여,42,농협중앙회,,True,경기도,안산시
591570304,정상회원,여,45,국민은행,,False,경상남도,거창군
591657536,정상회원,여,55,기업은행,미혼,False,충청남도,예산군
591828288,정상회원,여,42,신한은행,기혼,True,경기도,수원시
591909952,정상회원,여,53,우리은행,,False,대구광역시,서구
591926656,정상회원,여,43,우리은행,기혼,False,경상남도,거제시
592071424,정상회원,여,66,현대카드,미혼,False,전라남도,목포시
